passenger_id,first_name,last_name,frequent_flyer,weight,travel_style,baggage_count,check_in_preference,hair,eyes,skin_tone,clothes
P0297,Mai,Rahman,NO,1,FAMILY,2,KIOSK,blonde_f,blue,tone_1,olive+green
P0298,Georgia,Bennett,NO,1,FAMILY,3,ONLINE,blonde,black,tone_5,red
P0299,Grace,Schmidt,NO,1,FAMILY,3,KIOSK,brunette,blue,tone_5,blue
P0300,Niklas,Doyle,NO,1,BUSINESS,1,KIOSK,black,blue,tone_3,blue
P0301,Salma,Rossi,YES,9,FAMILY,3,DESK,blonde,blue,tone_3,olive+green
P0302,Phoebe,Wu,NO,2,LEISURE,1,ONLINE,blonde,black,tone_5,suit
P0303,Obinna,Mahmood,NO,1,FAMILY,3,DESK,brunette,blue,tone_1,olive+green
P0304,Thomas,Martinez,NO,1,LEISURE,1,ONLINE,black_f,blue,tone_5,blue
P0305,Niklas,Jackson,NO,2,LEISURE,1,DESK,brunette_f,black,tone_4,red
P0306,Omar,Rahman,YES,9,LEISURE,1,KIOSK,black_f,black,tone_5,red
P0307,Avery,Hussain,YES,9,SOLO,2,ONLINE,brunette_f,black,tone_5,blue
P0308,Neil,Williams,YES,7,BUSINESS,1,ONLINE,black,blue,tone_5,red
P0309,Lena,Nair,NO,1,LEISURE,1,DESK,brunette_f,black,tone_5,suit
P0310,Kavya,Howard,NO,2,BUSINESS,1,ONLINE,black_f,black,tone_1,olive+green
P0311,Jack,Morgan,NO,1,LEISURE,1,DESK,blonde_f,blue,tone_5,suit
P0312,Giulia,Akhtar,YES,10,BUSINESS,0,KIOSK,blonde,blue,tone_4,red
P0313,Mei,Fischer,YES,9,LEISURE,1,ONLINE,blonde,blue,tone_3,blue
P0314,Khalid,Boateng,NO,3,LEISURE,0,DESK,blonde_f,black,tone_3,red
P0315,Hana,Mitchell,NO,1,BUSINESS,1,ONLINE,black,blue,tone_5,suit
P0316,Imran,Grant,YES,6,LEISURE,1,ONLINE,brunette,black,tone_6,olive+green
P0317,Rohan,Rossi,NO,1,LEISURE,2,KIOSK,blonde_f,blue,tone_4,olive+green
P0318,Camila,Tanaka,NO,1,LEISURE,1,DESK,blonde,blue,tone_2,blue
P0319,Samir,Asante,NO,2,LEISURE,0,KIOSK,brunette_f,black,tone_6,olive+green
P0320,Karim,Taylor,NO,1,LEISURE,2,ONLINE,black,blue,tone_4,olive+green
P0321,Ella,Gray,YES,5,BUSINESS,1,DESK,black,black,tone_1,suit
P0322,Ibrahim,Schmidt,NO,1,BUSINESS,0,DESK,blonde_f,blue,tone_5,red
P0323,Molly,Wang,NO,1,BUSINESS,1,ONLINE,black,blue,tone_6,red
P0324,Isla,Rodriguez,NO,2,LEISURE,0,DESK,blonde,black,tone_2,blue
P0325,Meera,Ricci,NO,3,FAMILY,3,ONLINE,blonde_f,black,tone_2,olive+green
P0326,Riley,Roberts,NO,1,SOLO,1,DESK,blonde,blue,tone_4,red
P0327,Aditya,Suzuki,NO,2,SOLO,0,ONLINE,brunette,blue,tone_4,olive+green
P0328,Charlotte,Mahmood,NO,1,SOLO,1,ONLINE,brunette,blue,tone_4,blue
P0329,Kabir,Francis,NO,3,BUSINESS,1,ONLINE,black,blue,tone_2,suit
P0330,Jules,Scott,NO,3,BUSINESS,1,ONLINE,blonde,blue,tone_2,red
P0331,Declan,Gomez,YES,6,SOLO,1,ONLINE,brunette,black,tone_5,suit
P0332,Kavya,Chen,NO,3,LEISURE,2,KIOSK,brunette_f,blue,tone_1,suit
P0333,Lena,Conti,NO,1,LEISURE,1,KIOSK,brunette_f,blue,tone_3,olive+green
P0334,Akira,Khalil,YES,8,FAMILY,3,KIOSK,black,blue,tone_1,olive+green
P0335,Aanya,Jackson,NO,3,LEISURE,0,DESK,brunette_f,blue,tone_5,olive+green
P0336,Hugo,Thomas,NO,1,BUSINESS,0,ONLINE,black,black,tone_4,olive+green
P0337,Eoin,Rossi,NO,1,SOLO,2,DESK,brunette,black,tone_1,blue
P0338,James,Clarke,YES,8,LEISURE,0,ONLINE,blonde_f,blue,tone_6,olive+green
P0339,Imran,Verma,NO,1,SOLO,2,KIOSK,brunette_f,black,tone_2,suit
P0340,Salma,Sandhu,NO,2,LEISURE,1,KIOSK,black,black,tone_6,olive+green
P0341,Rahul,Murphy,NO,2,LEISURE,2,ONLINE,blonde,blue,tone_5,blue
P0342,Aanya,Schmidt,NO,2,LEISURE,0,KIOSK,black_f,blue,tone_1,olive+green
P0343,Harpreet,Ahmed,NO,3,LEISURE,1,ONLINE,black,black,tone_5,blue
P0344,Kavya,Rahman,NO,1,FAMILY,3,ONLINE,blonde_f,black,tone_3,suit
P0345,Victoria,Ruiz,NO,2,FAMILY,3,KIOSK,black_f,blue,tone_2,blue
P0346,Mateo,Toure,NO,1,LEISURE,0,KIOSK,brunette,black,tone_6,blue
P0347,Thomas,Kelly,NO,1,LEISURE,0,ONLINE,black,black,tone_1,red
P0348,Niklas,Kelly,NO,2,LEISURE,0,DESK,black_f,black,tone_6,suit
P0349,Kenji,Weber,NO,3,BUSINESS,1,ONLINE,brunette_f,blue,tone_2,suit
P0350,Gurpreet,Li,YES,6,LEISURE,1,DESK,black,black,tone_3,blue
P0351,Manon,Balogun,NO,1,FAMILY,1,DESK,brunette_f,black,tone_5,blue
P0352,Hyejin,Robinson,NO,2,FAMILY,3,ONLINE,black_f,blue,tone_1,red
P0353,Jules,Kim,NO,1,LEISURE,1,ONLINE,black,black,tone_6,blue
P0354,Avery,Malik,YES,7,LEISURE,0,KIOSK,black_f,black,tone_4,suit
P0355,Kacper,Sanchez,YES,8,FAMILY,3,DESK,brunette_f,blue,tone_3,suit
P0356,Cameron,Wu,NO,2,LEISURE,1,ONLINE,black_f,blue,tone_5,red
P0357,Jisoo,Huang,YES,8,BUSINESS,1,DESK,black,black,tone_4,suit
P0358,Simran,Young,YES,6,BUSINESS,1,ONLINE,brunette,blue,tone_5,blue
P0359,Sophie,Wu,YES,10,SOLO,0,DESK,blonde,black,tone_2,olive+green
P0360,Alessia,Anderson,YES,7,FAMILY,2,KIOSK,brunette_f,blue,tone_5,red
P0361,Ade,Ahmed,NO,3,LEISURE,1,ONLINE,blonde,black,tone_1,olive+green
P0362,Henry,Wright,NO,1,BUSINESS,0,DESK,brunette_f,blue,tone_6,red
P0363,Victoria,Vu,NO,1,LEISURE,2,ONLINE,blonde_f,black,tone_1,suit
P0364,Rahul,Williams,NO,1,LEISURE,2,DESK,black,black,tone_3,olive+green
P0365,Malik,Nguyen,NO,2,FAMILY,3,ONLINE,black_f,black,tone_1,olive+green
P0366,Jules,Richards,NO,3,LEISURE,1,DESK,black,blue,tone_6,red
P0367,Emeka,Adeyemi,NO,1,LEISURE,0,ONLINE,brunette_f,blue,tone_1,red
P0368,Krish,Bailey,NO,3,LEISURE,1,ONLINE,blonde_f,blue,tone_5,red
P0369,Minh,Reddy,NO,1,BUSINESS,0,ONLINE,black,black,tone_4,red
P0370,Oisin,Ruiz,YES,8,LEISURE,2,ONLINE,blonde,blue,tone_1,blue
P0371,Dhruv,Adeyemi,NO,1,LEISURE,1,KIOSK,blonde,black,tone_6,blue
P0372,Emilia,Thompson,NO,3,LEISURE,2,KIOSK,black,black,tone_2,suit
P0373,Camila,Pham,NO,1,BUSINESS,0,ONLINE,black_f,blue,tone_6,olive+green
P0374,Marek,Jimenez,NO,3,SOLO,1,ONLINE,blonde,black,tone_5,olive+green
P0375,Camille,Kumar,NO,1,LEISURE,1,ONLINE,black_f,black,tone_4,olive+green
P0376,Alejandro,Khan,NO,3,BUSINESS,1,ONLINE,blonde_f,black,tone_3,suit
P0377,Rin,Fischer,NO,2,SOLO,1,DESK,brunette_f,black,tone_5,suit
P0378,Jamie,Iyer,NO,2,FAMILY,2,DESK,blonde,blue,tone_6,blue
P0379,Lucie,Jackson,NO,3,BUSINESS,0,KIOSK,blonde,blue,tone_3,red
P0380,Marco,Keita,NO,2,LEISURE,1,DESK,blonde,black,tone_4,red
P0381,Zuri,Jackson,NO,3,SOLO,1,KIOSK,brunette,black,tone_4,red
P0382,Hana,Conti,NO,1,LEISURE,1,ONLINE,blonde_f,blue,tone_3,red
P0383,Thomas,Huang,NO,1,LEISURE,2,DESK,blonde,blue,tone_6,blue
P0384,Greta,Lee,YES,5,LEISURE,1,ONLINE,brunette,black,tone_4,red
P0385,Giulia,Bennett,NO,3,BUSINESS,1,ONLINE,black,black,tone_5,suit
P0386,Ali,Nasser,NO,1,LEISURE,0,ONLINE,black_f,black,tone_1,suit
P0387,Aditya,Walsh,YES,10,FAMILY,2,DESK,blonde_f,black,tone_1,red
P0388,Harry,Hall,NO,1,FAMILY,2,DESK,brunette_f,black,tone_1,red
P0389,Declan,Perez,YES,8,BUSINESS,0,DESK,brunette,blue,tone_2,blue
P0390,Alfie,Francis,NO,1,LEISURE,1,DESK,black_f,black,tone_1,red
P0391,Sami,Joshi,NO,1,FAMILY,1,DESK,black_f,black,tone_4,suit
P0392,Casey,Mahmood,YES,10,FAMILY,3,DESK,brunette_f,blue,tone_6,suit
P0393,Hannah,Lewandowski,NO,1,FAMILY,2,ONLINE,blonde_f,blue,tone_1,blue
P0394,Aaliyah,Lee,NO,2,BUSINESS,0,ONLINE,brunette,black,tone_5,blue
P0395,George,Bianchi,NO,2,BUSINESS,0,ONLINE,black_f,blue,tone_6,red
P0396,Riley,Garcia,NO,1,LEISURE,2,DESK,blonde_f,black,tone_2,blue
P0397,Abena,Bamba,NO,2,LEISURE,1,DESK,blonde_f,black,tone_4,red
P0398,Gurleen,Shah,NO,2,FAMILY,2,DESK,blonde_f,blue,tone_2,suit
P0399,Haruto,Campbell,NO,3,BUSINESS,0,ONLINE,brunette,black,tone_1,red
P0400,Hannah,Saleh,NO,2,LEISURE,2,KIOSK,blonde,black,tone_3,suit
P0401,Maeve,Phan,YES,5,FAMILY,2,KIOSK,blonde,black,tone_3,olive+green
P0402,Jamie,Kumar,YES,7,LEISURE,1,ONLINE,brunette,blue,tone_5,blue
P0403,Michael,Bamba,NO,1,BUSINESS,0,KIOSK,black_f,black,tone_2,suit
P0404,Meera,Ruiz,NO,1,BUSINESS,0,KIOSK,brunette_f,black,tone_5,olive+green
P0405,Chidi,Russell,NO,1,SOLO,2,ONLINE,brunette_f,blue,tone_2,red
P0406,Kofi,Rossi,NO,2,LEISURE,1,KIOSK,brunette_f,black,tone_6,olive+green
P0407,Trang,Williams,NO,1,LEISURE,0,ONLINE,blonde_f,blue,tone_1,blue
P0408,Emilia,Vu,NO,3,LEISURE,2,DESK,brunette,black,tone_6,red
P0409,Avery,Okafor,NO,1,FAMILY,3,KIOSK,brunette,black,tone_1,blue
P0410,Jun,Mansour,NO,3,LEISURE,1,KIOSK,blonde,black,tone_4,red
P0411,Evie,Wu,YES,8,SOLO,1,ONLINE,black,black,tone_1,red
P0412,Karim,Carter,NO,3,FAMILY,2,ONLINE,blonde,blue,tone_1,blue
P0413,Akira,Brar,NO,3,LEISURE,1,ONLINE,brunette,black,tone_5,red
P0414,David,Kowalski,NO,2,FAMILY,3,ONLINE,brunette_f,black,tone_5,red
P0415,Soyeon,Wu,NO,1,LEISURE,1,DESK,brunette,black,tone_1,red
P0416,Jisoo,Petit,NO,2,SOLO,0,KIOSK,brunette,black,tone_2,olive+green
P0417,Alessia,Chen,NO,1,BUSINESS,0,ONLINE,blonde,blue,tone_1,olive+green
P0418,Yusuf,Morgan,NO,1,SOLO,1,DESK,blonde,black,tone_3,olive+green
P0419,Nia,Jackson,YES,7,SOLO,1,ONLINE,black_f,blue,tone_6,blue
P0420,Maeve,Lee,YES,6,BUSINESS,1,ONLINE,black,blue,tone_3,olive+green
P0421,Zofia,Lopez,NO,1,BUSINESS,1,KIOSK,black,black,tone_1,olive+green
P0422,Ade,Kaminski,NO,1,SOLO,2,ONLINE,brunette_f,black,tone_2,suit
P0423,Diego,Fofana,YES,6,BUSINESS,0,ONLINE,brunette_f,blue,tone_4,red
P0424,Emeka,Robinson,NO,2,SOLO,1,DESK,blonde_f,blue,tone_3,blue
P0425,Niklas,Clarke,YES,6,LEISURE,1,DESK,blonde_f,blue,tone_4,red
P0426,Yasmin,Wisniewski,YES,9,LEISURE,0,KIOSK,blonde,black,tone_6,suit
P0427,Charlotte,Kapoor,NO,3,SOLO,0,KIOSK,blonde,blue,tone_1,blue
P0428,Maeve,Takahashi,NO,3,LEISURE,1,ONLINE,black_f,blue,tone_4,red
P0429,Casey,Zielinski,NO,2,LEISURE,1,DESK,black_f,blue,tone_2,blue
P0430,Jun,Smith,NO,1,LEISURE,1,ONLINE,blonde,black,tone_1,blue
P0431,Johanna,Suzuki,NO,3,BUSINESS,0,KIOSK,brunette,black,tone_4,olive+green
P0432,Hugo,Stewart,NO,2,LEISURE,1,KIOSK,brunette_f,black,tone_3,olive+green
P0433,Jelani,Balogun,NO,1,SOLO,0,ONLINE,brunette,blue,tone_3,olive+green
P0434,Kojo,Tanaka,YES,9,LEISURE,0,DESK,black,black,tone_3,red
P0435,Olivia,Keita,NO,1,BUSINESS,0,KIOSK,black,black,tone_3,olive+green
P0436,Ibrahim,Pham,NO,1,FAMILY,3,KIOSK,black_f,black,tone_1,blue
P0437,Minji,Bailey,NO,1,SOLO,0,DESK,brunette,blue,tone_5,red
P0438,Haruto,Weber,NO,1,BUSINESS,0,ONLINE,brunette,blue,tone_3,blue
P0439,Arjun,Chen,NO,1,FAMILY,1,ONLINE,black,black,tone_4,blue
P0440,Simran,Stewart,NO,1,SOLO,1,ONLINE,blonde_f,black,tone_6,blue
P0441,Navdeep,Lee,NO,2,LEISURE,0,KIOSK,brunette_f,black,tone_3,suit
P0442,Isha,Morgan,YES,5,BUSINESS,0,KIOSK,blonde_f,black,tone_2,blue
P0443,Malik,Patel,NO,2,LEISURE,0,ONLINE,blonde_f,blue,tone_4,olive+green
P0444,Samir,Ahmed,NO,3,BUSINESS,0,ONLINE,brunette,black,tone_5,olive+green
P0445,Kwame,Lopez,NO,1,FAMILY,2,ONLINE,blonde,blue,tone_6,suit
P0446,Faris,Nasser,NO,1,SOLO,1,ONLINE,black_f,blue,tone_4,red
P0447,Noor,Lewandowski,NO,2,LEISURE,2,KIOSK,brunette,black,tone_3,suit
P0448,Imran,Gupta,NO,1,LEISURE,1,ONLINE,blonde,black,tone_4,suit
P0449,William,Yang,NO,1,LEISURE,1,DESK,black,blue,tone_3,olive+green
P0450,Chloe,Brown,NO,2,BUSINESS,0,ONLINE,blonde_f,blue,tone_3,blue
P0451,Daichi,Sharma,NO,1,LEISURE,1,DESK,brunette,blue,tone_3,red
P0452,Noor,Bianchi,NO,2,LEISURE,1,DESK,blonde,black,tone_1,suit
P0453,Zain,Joshi,NO,1,LEISURE,1,KIOSK,brunette_f,blue,tone_3,olive+green
P0454,Khalid,Le,NO,3,SOLO,1,DESK,brunette_f,blue,tone_5,blue
P0455,Amara,Sandhu,YES,6,LEISURE,2,ONLINE,brunette,black,tone_6,olive+green
P0456,Santiago,Russell,NO,2,LEISURE,2,DESK,blonde_f,black,tone_5,red
P0457,Salma,Traore,NO,2,LEISURE,0,KIOSK,black_f,blue,tone_5,suit
P0458,Alex,Sidhu,YES,10,SOLO,1,ONLINE,black_f,blue,tone_5,suit
P0459,Jack,Iyer,NO,2,SOLO,1,KIOSK,blonde,blue,tone_3,red
P0460,Gurleen,Wright,NO,1,LEISURE,1,DESK,black_f,black,tone_6,blue
P0461,Henry,Zhou,YES,5,BUSINESS,1,ONLINE,black,blue,tone_5,suit
P0462,Casey,Malhotra,NO,1,BUSINESS,0,KIOSK,brunette_f,black,tone_6,olive+green
P0463,Minho,Kapoor,NO,3,SOLO,2,ONLINE,blonde_f,blue,tone_2,blue
P0464,Chloe,Kaur,YES,6,SOLO,1,ONLINE,black,black,tone_2,red
P0465,Declan,Jackson,NO,2,SOLO,0,ONLINE,black_f,black,tone_4,olive+green
P0466,Arthur,Russell,NO,1,LEISURE,1,KIOSK,black,black,tone_5,olive+green
P0467,Obinna,Singh,NO,1,FAMILY,3,ONLINE,blonde,blue,tone_3,red
P0468,David,Ricci,NO,2,LEISURE,1,ONLINE,black_f,black,tone_4,red
P0469,Jack,Zhang,NO,3,BUSINESS,2,KIOSK,black,blue,tone_3,suit
P0470,Aoife,Traore,NO,1,LEISURE,2,KIOSK,brunette_f,blue,tone_3,suit
P0471,Simran,Wisniewski,NO,1,LEISURE,1,ONLINE,brunette_f,blue,tone_5,olive+green
P0472,Navdeep,Conti,NO,1,BUSINESS,1,ONLINE,black,black,tone_1,blue
P0473,Ava,Kone,NO,2,BUSINESS,1,ONLINE,black_f,blue,tone_3,blue
P0474,Ade,Francis,NO,2,BUSINESS,1,ONLINE,brunette_f,blue,tone_2,suit
P0475,Emily,Leroy,NO,1,LEISURE,1,ONLINE,brunette,blue,tone_4,suit
P0476,Gurpreet,Wu,NO,2,LEISURE,1,ONLINE,black,blue,tone_5,olive+green
P0477,Casey,Ahmed,YES,5,LEISURE,1,ONLINE,brunette_f,black,tone_4,blue
P0478,Jaspreet,Keita,NO,1,BUSINESS,1,ONLINE,brunette,blue,tone_5,olive+green
P0479,Kojo,Lewandowski,YES,6,LEISURE,1,ONLINE,brunette_f,black,tone_4,red
P0480,Johanna,Sanchez,NO,1,SOLO,1,DESK,brunette,blue,tone_6,blue
P0481,Olivia,Murphy,NO,1,LEISURE,0,ONLINE,blonde_f,black,tone_4,olive+green
P0482,Chloe,Eze,NO,1,BUSINESS,0,ONLINE,blonde_f,blue,tone_5,blue
P0483,Riya,Reddy,NO,1,FAMILY,2,DESK,black,blue,tone_2,red
P0484,Yasmin,Li,YES,5,LEISURE,1,DESK,brunette,blue,tone_4,red
P0485,Emily,Le,NO,2,LEISURE,1,ONLINE,brunette,blue,tone_1,blue
P0486,Alex,Saleh,YES,6,SOLO,1,DESK,black,black,tone_4,olive+green
P0487,Jules,Conti,NO,2,SOLO,2,ONLINE,brunette,blue,tone_4,suit
P0488,Nari,Chen,YES,6,BUSINESS,2,ONLINE,brunette_f,black,tone_1,red
P0489,Jisoo,Kelly,NO,2,BUSINESS,1,ONLINE,brunette,black,tone_6,olive+green
P0490,Hannah,Bennett,YES,5,SOLO,1,DESK,black,black,tone_2,red
P0491,Femi,Sidhu,NO,3,BUSINESS,1,ONLINE,black,blue,tone_1,red
P0492,Malik,Romano,NO,3,FAMILY,3,ONLINE,black_f,black,tone_6,blue
P0493,Yuna,Balogun,NO,1,BUSINESS,1,ONLINE,blonde,blue,tone_5,suit
P0494,Aiko,Akhtar,NO,3,LEISURE,0,ONLINE,black_f,blue,tone_3,suit
P0495,Amara,Bose,NO,3,BUSINESS,1,ONLINE,black,blue,tone_6,suit
P0496,Salma,Hall,NO,3,LEISURE,1,KIOSK,black_f,blue,tone_4,blue
P0497,Adam,Nguyen,NO,1,BUSINESS,1,ONLINE,blonde,blue,tone_2,suit
P0498,Morgan,Bamba,YES,6,SOLO,2,ONLINE,black,black,tone_5,suit
P0499,Kojo,Anderson,NO,1,BUSINESS,0,ONLINE,blonde,blue,tone_6,suit
P0500,Riya,Smith,NO,2,SOLO,1,KIOSK,blonde_f,blue,tone_1,blue
P0501,Reyansh,Robinson,NO,1,LEISURE,2,ONLINE,blonde,black,tone_4,olive+green
P0502,Oliver,Adams,NO,1,FAMILY,2,DESK,blonde_f,black,tone_2,olive+green
P0503,Mandeep,Adams,NO,2,BUSINESS,0,ONLINE,black,blue,tone_5,suit
P0504,Trang,Khan,NO,3,LEISURE,1,KIOSK,black,blue,tone_2,suit
P0505,Noah,Fischer,NO,3,SOLO,1,ONLINE,brunette_f,blue,tone_3,blue
P0506,Ming,Nguyen,NO,2,BUSINESS,1,ONLINE,black_f,blue,tone_3,suit
P0507,Matteo,Hoang,NO,1,LEISURE,1,DESK,brunette_f,blue,tone_6,suit
P0508,Mei,Dang,YES,10,BUSINESS,1,ONLINE,black,black,tone_5,red
P0509,Meera,Gupta,NO,1,BUSINESS,1,ONLINE,blonde_f,blue,tone_6,blue
P0510,Tomasz,Balogun,NO,1,BUSINESS,1,ONLINE,black,blue,tone_2,red
P0511,Kwame,Kone,NO,3,BUSINESS,1,ONLINE,black_f,black,tone_1,red
P0512,Thomas,Rao,YES,5,FAMILY,2,ONLINE,brunette,black,tone_2,red
P0513,Hugo,Parker,NO,2,SOLO,2,DESK,black,blue,tone_4,suit
P0514,Nari,Ricci,NO,1,LEISURE,1,ONLINE,brunette,black,tone_5,olive+green
P0515,Karim,Iqbal,NO,1,LEISURE,2,ONLINE,brunette,black,tone_3,olive+green
P0516,Bilal,Yamamoto,NO,2,FAMILY,2,DESK,brunette_f,black,tone_2,olive+green
P0517,Anja,Fischer,NO,1,FAMILY,2,ONLINE,blonde_f,blue,tone_4,red
P0518,Obinna,Malik,NO,3,LEISURE,1,DESK,brunette,black,tone_4,red
P0519,Soyeon,Lee,NO,2,FAMILY,3,DESK,blonde_f,blue,tone_1,suit
P0520,Sophia,Nair,YES,6,LEISURE,0,DESK,brunette,blue,tone_6,red
P0521,Amelia,Bamba,NO,2,LEISURE,1,KIOSK,black,blue,tone_2,red
P0522,Haruto,Murphy,NO,1,LEISURE,1,DESK,brunette,blue,tone_2,red
P0523,Veer,Francis,YES,7,BUSINESS,0,KIOSK,blonde,black,tone_5,suit
P0524,Imani,Gupta,NO,3,LEISURE,1,ONLINE,black_f,blue,tone_3,suit
P0525,Aaliyah,Wang,NO,1,FAMILY,2,KIOSK,blonde_f,black,tone_2,blue
P0526,Bethany,Grant,NO,2,LEISURE,1,ONLINE,black,blue,tone_2,suit
P0527,Veer,Gupta,NO,1,LEISURE,1,ONLINE,brunette_f,blue,tone_6,blue
P0528,Niamh,Wright,NO,2,LEISURE,0,DESK,blonde,blue,tone_4,blue
P0529,Declan,Gallagher,NO,1,BUSINESS,1,ONLINE,brunette,blue,tone_1,suit
P0530,Karim,Brar,YES,7,LEISURE,2,KIOSK,brunette_f,black,tone_6,olive+green
P0531,Kabir,Johnson,NO,3,SOLO,2,DESK,brunette,blue,tone_2,blue
P0532,Lena,Taylor,NO,1,BUSINESS,0,ONLINE,blonde_f,blue,tone_6,red
P0533,Kofi,Zhang,NO,1,LEISURE,2,KIOSK,brunette_f,black,tone_6,blue
P0534,Casey,Kone,NO,2,LEISURE,2,KIOSK,blonde,black,tone_4,olive+green
P0535,Johanna,White,NO,1,LEISURE,1,ONLINE,brunette_f,blue,tone_2,red
P0536,Jules,Ahmed,YES,9,LEISURE,1,KIOSK,blonde_f,black,tone_1,blue
P0537,Louis,Chopra,NO,1,SOLO,1,DESK,blonde_f,black,tone_1,blue
P0538,Ibrahim,Rossi,NO,2,BUSINESS,0,ONLINE,brunette,black,tone_4,red
P0539,Orla,Bamba,YES,7,LEISURE,1,ONLINE,brunette_f,black,tone_5,olive+green
P0540,Quang,Sidhu,NO,1,LEISURE,0,DESK,brunette_f,black,tone_5,olive+green
P0541,Olivia,Takahashi,NO,1,LEISURE,1,DESK,blonde,black,tone_5,blue
P0542,Felix,Gupta,NO,1,BUSINESS,2,ONLINE,black,black,tone_3,olive+green
P0543,Mandeep,Yang,NO,1,LEISURE,1,ONLINE,brunette,black,tone_2,red
P0544,Obinna,Patel,NO,1,LEISURE,2,ONLINE,black_f,black,tone_6,olive+green
P0545,George,Durand,NO,1,LEISURE,0,ONLINE,blonde,blue,tone_1,suit
P0546,Victoria,Wu,NO,1,SOLO,0,KIOSK,brunette,black,tone_6,olive+green
P0547,Minh,Takahashi,NO,2,SOLO,1,KIOSK,brunette_f,black,tone_5,red
P0548,Felix,Balogun,NO,3,SOLO,1,ONLINE,blonde,black,tone_6,red
P0549,Manon,Zielinski,YES,10,LEISURE,1,DESK,brunette,blue,tone_4,red
P0550,Marek,Dubois,NO,1,FAMILY,2,ONLINE,blonde,blue,tone_3,suit
P0551,Thomas,Adams,NO,2,LEISURE,0,KIOSK,blonde_f,blue,tone_6,red
P0552,Krish,Gallagher,NO,3,LEISURE,2,DESK,brunette,black,tone_5,blue
P0553,Poppy,Wu,YES,5,LEISURE,2,KIOSK,blonde_f,black,tone_1,olive+green
P0554,Oisin,Takahashi,NO,2,FAMILY,3,DESK,brunette_f,blue,tone_1,suit
P0555,Simran,Diallo,YES,9,FAMILY,2,KIOSK,brunette_f,blue,tone_1,olive+green
P0556,Ama,Moretti,NO,1,LEISURE,1,ONLINE,blonde,blue,tone_6,red
P0557,Minji,Eze,NO,1,LEISURE,1,DESK,blonde,black,tone_1,suit
P0558,Jaspreet,Watanabe,NO,1,LEISURE,2,ONLINE,black_f,black,tone_6,olive+green
P0559,Gabriel,Perez,NO,3,LEISURE,1,ONLINE,blonde,blue,tone_5,olive+green
P0560,Faris,Francis,NO,3,LEISURE,1,DESK,black,black,tone_5,olive+green
P0561,Johanna,Kapoor,NO,1,BUSINESS,0,ONLINE,blonde,black,tone_6,blue
P0562,Nhi,Ahmed,NO,1,LEISURE,2,KIOSK,black,blue,tone_4,blue
P0563,Sebastian,Ahmed,NO,3,FAMILY,2,ONLINE,blonde_f,black,tone_2,red
P0564,Alex,Collins,YES,9,SOLO,2,ONLINE,black,blue,tone_2,red
P0565,Lucie,Takahashi,NO,1,SOLO,1,DESK,blonde_f,blue,tone_2,blue
P0566,Chidi,Evans,NO,3,LEISURE,1,ONLINE,black,blue,tone_5,red
P0567,Thomas,Adeyemi,YES,5,BUSINESS,0,DESK,black_f,blue,tone_3,olive+green
P0568,Aarav,Ryan,NO,1,SOLO,0,ONLINE,blonde,blue,tone_6,blue
P0569,Jakub,Wilson,YES,10,LEISURE,1,DESK,black,blue,tone_2,red
P0570,Imran,Saleh,NO,3,LEISURE,1,ONLINE,brunette,blue,tone_2,suit
P0571,Avery,Walsh,YES,5,FAMILY,3,DESK,brunette_f,blue,tone_1,olive+green
P0572,Kwame,Agyeman,NO,1,FAMILY,2,KIOSK,black_f,black,tone_6,olive+green
P0573,David,Nair,NO,2,BUSINESS,1,ONLINE,brunette,blue,tone_4,olive+green
P0574,Thao,Saleh,NO,2,BUSINESS,0,ONLINE,blonde,black,tone_1,olive+green
P0575,Gabriel,Choi,NO,3,LEISURE,1,DESK,brunette,blue,tone_5,red
P0576,Valentina,Li,NO,2,BUSINESS,1,DESK,blonde,black,tone_4,suit
P0577,Benjamin,Yang,NO,2,LEISURE,0,DESK,blonde,blue,tone_1,red
P0578,Reyansh,Chen,NO,1,BUSINESS,1,ONLINE,blonde,black,tone_4,red
P0579,Manpreet,Le,NO,3,FAMILY,1,ONLINE,brunette,black,tone_4,suit
P0580,Dhruv,Green,NO,1,LEISURE,1,ONLINE,blonde,blue,tone_6,red
P0581,Jaspreet,Durand,NO,2,FAMILY,1,ONLINE,black_f,black,tone_6,olive+green
P0582,Aditya,Desai,NO,1,BUSINESS,0,KIOSK,blonde,black,tone_1,olive+green
P0583,Muhammad,Parker,NO,1,FAMILY,3,KIOSK,black,blue,tone_6,olive+green
P0584,Yasmin,Takahashi,NO,2,FAMILY,2,DESK,brunette,blue,tone_5,red
P0585,Bao,Li,NO,2,BUSINESS,0,ONLINE,black,black,tone_1,blue
P0586,Ronan,Agyeman,NO,3,BUSINESS,0,ONLINE,blonde,black,tone_5,red
P0587,Kacper,Jones,NO,1,FAMILY,2,ONLINE,black_f,black,tone_6,blue
P0588,Leo,Morgan,NO,2,FAMILY,3,DESK,brunette_f,blue,tone_4,red
P0589,Nhi,Dhillon,NO,2,SOLO,1,KIOSK,brunette,black,tone_1,blue
P0590,Faris,Le,YES,8,LEISURE,1,ONLINE,brunette_f,blue,tone_2,olive+green
P0591,Kofi,Romano,NO,1,LEISURE,1,DESK,brunette,blue,tone_5,blue
P0592,Mandeep,Suzuki,NO,1,LEISURE,2,ONLINE,blonde_f,blue,tone_1,blue
